Titulo,Pais,Ano,Minutagem,Genero,Sinopse
Seabiscuit,United States,2003,141,"Dramas, Sports Movies",an ungainly looking colt becomes a winning thoroughbred in this depression era drama based on the true story of champion racehorse seabiscuit 
Space Cowboys,United States,2000,130,"Action & Adventure, Dramas, Sci-Fi & Fantasy",a retired engineer agrees to help nasa prevent a russian satellite from falling to earth if he and his over the hill pals can man the mission 
Team America: World Police,"United States, Germany",2004,98,"Action & Adventure, Comedies, Cult Movies",in this musical satire  an all marionette police force takes on the challenging role of keeping the peace on a troubled planet 
The Edge of Seventeen,"United States, China",2016,105,"Comedies, Dramas",a troubled teenager finds high school life even less bearable after she catches her childhood best friend hooking up with her popular older brother 
The Haunting in Connecticut 2: Ghosts of Georgia,United States,2013,101,Horror Movies,a couple s georgia dream home becomes a living nightmare when their daughter begins to have frightening visions from the property s terrible past 
The Last Boy Scout,United States,1991,105,"Action & Adventure, Comedies",private eye joe hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner 
The Lincoln Lawyer,United States,2011,118,"Dramas, Thrillers",a street wise defense lawyer who operates out of the back seat of his lincoln lands a high profile case that soon puts him and his family in danger 
The Losers,"United States, France",2010,97,Action & Adventure,after a search and destroy mission leads to betrayal  an elite black ops squad seeks revenge  but they must remain deep undercover to even the score 
The Machinist,"Spain, France, United Kingdom, United States",2004,102,"Dramas, Independent Movies, Thrillers",haunted and gaunt after a prolonged bout of insomnia  factory worker trevor reznik begins to question his sanity amid a series of mysterious events 
The Net,United States,1995,114,Thrillers,a computer analyst becomes a target after she stumbles onto a conspiracy via a mysterious floppy disk  forcing her to go on the run to clear her name 
The Original Kings of Comedy,United States,2000,111,Stand-Up Comedy,comedians steve harvey  cedric the entertainer  d l  hughley and bernie mac hit the stage in an iconic stand up concert directed by spike lee 
Valentine's Day,United States,2010,125,"Comedies, Romantic Movies",the tripwires of modern love are exposed in a carousel involving relationships and the single life on the most romantic day of the year  february 14 
Eyes of a Thief,", France, Algeria",2014,103,"Dramas, Independent Movies, International Movies",after a decade in prison  a palestinian man with a dark secret returns to the west bank and searches for the daughter he lost long ago 
Flower Girl,Nigeria,2013,94,"Comedies, International Movies, Romantic Movies",when a young florist who s long dreamed of her wedding day gets dumped by her boyfriend  she sets out to win him back with help from a handsome actor 
Bartkowiak,Poland,2021,92,"Action & Adventure, International Movies",after his brother dies in a car crash  a disgraced mma fighter takes over the family nightclub   and soon learns his sibling s death wasn t an accident 
Fantastic Fungi,United States,2019,81,Documentaries,delve into the magical world of fungi  from mushrooms that clear oil spills to underground fungal networks that help trees communicate 
Department,India,2012,143,"Action & Adventure, International Movies",two cops form a task force to take down two mobsters  but when a sinister politician enters the picture  dubious loyalties and motives come to light 
The Operative,"France, Israel, Germany, United States, United Kingdom",2019,117,"Dramas, International Movies, Thrillers",working as a mossad spy assigned to tehran  rachel reaches her breaking point  now it s dangerously hard to tell whose side she s on 
Django Unchained,United States,2012,165,"Action & Adventure, Dramas",accompanied by a german bounty hunter  a freed slave named django travels across america to free his wife from a sadistic plantation owner 
A Second Chance:  Rivals!,Australia,2021,91,"Children & Family Movies, Sports Movies",crushed when she doesn t qualify for the olympics  a now grown maddy cornell finds new purpose coaching young gymnasts going up against a rival team 
The Last Letter From Your Lover,United Kingdom,2021,111,"Dramas, Romantic Movies",after finding a trove of love letters from 1965  a reporter sets out to solve the mystery of a secret affair   while embarking on a romance of her own 
Chhota Bheem And The Broken Amulet,India,2013,64,Children & Family Movies,when a stranger tries to steal an amulet from the palace  bheem learns the sad story behind the ornament and heads to africa to defeat the real villain 
Chhota Bheem aur Krishna,India,2009,68,Children & Family Movies,centuries after the end of a conqueror s rule  he is mysteriously back from the dead  it s up to bheem to save dholakpur from being taken over 
Cousins,New Zealand,2021,99,Dramas,separated as children  three cousins with an unshakeable bond confront their painful pasts and embark on an emotional journey to find each other 
Sanitation Day,Nigeria,2020,105,"Dramas, International Movies, Thrillers",two cops must contend with the uncooperative tenants of an apartment complex as they try to solve a murder before the crime scene is wiped clean 
Milkwater,United States,2020,102,"Comedies, Dramas, Independent Movies",aimless 20 something milo impulsively becomes a gay man s surrogate and wrestles with the emotional complexities of her non traditional decision 
The Tambour of Retribution,Saudi Arabia,2021,91,"Dramas, International Movies, Romantic Movies",in an impoverished neighborhood  the son of a swordsman falls in love with the daughter of a wedding singer   a taboo match in a traditional society 
Cosmic Sin,United States,2021,88,Action & Adventure,in the year 2524  a disgraced retired general is called back into combat to help prevent an interstellar war against a hostile alien fleet 
Deep,Thailand,2021,101,"Dramas, International Movies, Thrillers",four insomniac med school students are lured into a neuroscience experiment that spirals out of control   and must find a way out before it s too late 
The Beguiled,United States,2017,94,"Dramas, Independent Movies, Thrillers",during the civil war  a wounded union soldier takes refuge at a southern girls school  rupturing the calm amid growing sexual tension and infighting 
The Book of Henry,United States,2017,105,Dramas,an 11 year old vows to help a new neighbor who he suspects is in danger  and documents his efforts in a series of written entries and audio recordings 
The Twilight Saga: Breaking Dawn: Part 1,United States,2011,117,"Dramas, Romantic Movies",after a dream wedding  bella and edward enter a new nightmare when a shocking development forces life or death decisions 
The Twilight Saga: Breaking Dawn: Part 2,United States,2012,115,"Dramas, Romantic Movies",in the epic series  final chapter  bella and edward s newborn daughter forces the couple into a life altering confrontation with the volturi 
The Twilight Saga: Eclipse,United States,2010,124,"Dramas, Romantic Movies",with a bloodthirsty enemy on a quest for revenge  bella must reconcile her love for vampire edward and her growing feelings for werewolf jacob 
